title,price,year,brand,model,driveWheelConfiguration,vehicleTransmission,fuelType,mileageFromOdometer
2009 BMW 3-Series M Sports Pack Coupe (2 portes),9499.99,2009,BMW,3-Series,Roues motrices arrière,Automatique,Essence,164 000
Mini John Cooper Works,399.00,2016,MINI,Autre,Roues motrices avant,Manuelle,Essence,10 550
2012 Audi S5 4.2 FSI Quattro,21500.00,2012,Audi,S5,Autre,Manuelle,Essence,157 000
I'm Selling My 2007 Nissan Sentra - Cheap Price!,1300.00,2007,Nissan,Sentra,Roues motrices avant,Automatique,Essence,155 130
Mazda Tribute 2001 V6,1500.00,2001,Mazda,Tribute,Roues motrices avant,Automatique,Essence,159 000
Audi A6 S-LINE,13600.00,2010,Audi,A6,4 roues motrices (4x4),Automatique,Essence,125 000
BMW 325 XI AWD 2006,4350.00,2006,BMW,3-Series,4 roues motrices (4x4),Automatique,Essence,290 000
Honda civic SI 2006,2000.00,2006,Honda,Civic,Roues motrices avant,Manuelle,Essence,266 000
Tiguan 2017 Wolfsburg,389.00,2017,Volkswagen,Tiguan,4 roues motrices (4x4),Automatique,Essence,5 300
Ford Mustang GT Convertible,12000.00,2004,Ford,Mustang,Roues motrices arrière,Automatique,Essence,42 000
2013 Mazda CX-5 GT Cuir GPS TOIT (seulement une taxe),13400.00,2013,Mazda,CX-5,4 roues motrices (4x4),Automatique,Essence,160 000
Mazda Tribute 2004,1300.00,2004,Mazda,Tribute,4 x 4,Automatique,Essence,300 000
Camaro 2017 2SS V8 6.2L 2017,48995.00,2017,Chevrolet,Camaro,Roues motrices arrière,Manuelle,Essence,13 000
BMW 328i - xDrive - Luxury line - 64 500km - 2013,19500.00,2013,BMW,3-Series,4 roues motrices (4x4),Automatique,Essence,64 500
"MATRIX 2013 - 28,000 KM",15500.00,2013,Toyota,Matrix,Roues motrices avant,Manuelle,Essence,28 000
Hyundai GL 2016 ** 63 000 km ** $11900$,11900.00,2016,Hyundai,Elantra,Roues motrices avant,Automatique,Essence,63 000
2013 Dodge Grand Caravan SE STOW-N-GO,11499.00,2013,Dodge,Grand Caravan,Roues motrices arrière,Automatique,Essence,136 000
2006 Mercedes-Benz B-Class Sedan,4200.00,2006,Mercedes-Benz,B-Class,Roues motrices avant,Automatique,Essence,135 000
Volvo s60 2.4t 2002 pour piece ou mecano,899.00,2002,Volvo,S60,Roues motrices avant,Automatique,Essence,255 555
Mercedes E320 4matic,1000.00,1999,Mercedes-Benz,E-Class,4 roues motrices (4x4),Automatique,Essence,204 871
Volkswagen jetta city année 2008,5200.00,2008,Volkswagen,Jetta,Roues motrices avant,Automatique,Essence,130 467
Nissan Sentra 2009,4500.00,2009,Nissan,Sentra,Roues motrices avant,Automatique,Essence,122 000
Honda CRV 2008,5000.00,2008,Honda,CR-V,4 x 4,Automatique,Essence,190 000
Camion,8500.00,2004,Ford,F-550,Roues motrices arrière,Automatique,Diesel,208 000
MAZDA 6 SPORT WAGON,4995.00,2006,Mazda,Mazda6,Roues motrices avant,Automatique,Essence,79 990
Subaru Outback 2013 2.5i Co avec garantie prolongée (07-2020),15500.00,2013,Subaru,Outback,4 roues motrices (4x4),Automatique,Essence,113 000
2005 TOYOTA MATRIX,1995.00,2005,Toyota,Matrix,Roues motrices avant,Automatique,Essence,255 000
2008 Pontiac G5 81 000 kilo SEULEMENT!!,4000.00,2008,Pontiac,G5,Roues motrices avant,Automatique,Essence,81 000
Honda Civic DXG,5500.00,2007,Honda,Civic,Roues motrices avant,Automatique,Essence,95 623
1993 Dodge Dakota V8,3000.00,1993,Dodge,Dakota,Roues motrices arrière,Automatique,Essence,195 000
Mazda Protege5 2003,2500.00,2003,Mazda,Protege,Roues motrices avant,Manuelle,Essence,180 000
Cobalt ss supercharge,1000.00,2005,Chevrolet,Cobalt,Roues motrices avant,Manuelle,Essence,205 548
2010 audi a4 s line,11500.00,2010,Audi,A4,4 roues motrices (4x4),Automatique,Essence,170 000
2005 Mercedes-Benz C-Class cuir Berline,7800.00,2005,Mercedes-Benz,C-Class,Roues motrices avant,Automatique,Essence,220 000
Hyundai Genesis 2013 2L TURBO Full Equip. Encore sous Garantie!!,17499.00,2013,Hyundai,Genesis Coupe,Roues motrices arrière,Manuelle,Essence,48 019
"2006 Jeep Grand Cherokee 1ANS  garantie SUV, Crossover",3995.00,2006,Jeep,Grand Cherokee,4 x 4,Automatique,Essence,187 000
"Volkswagen jetta Trendline +2016 automatique,mags, pas de taxe.",15190.00,2016,Volkswagen,Autre,Autre,Automatique,Essence,46 000
BMW 128 i 2011 Noir Cabriolet,24800.00,2011,BMW,M Roadster & Coupe,Roues motrices avant,Manuelle,Essence,98 000
Prix révisé,7995.00,2011,Volkswagen,Tiguan,Autre,Automatique,Essence,179 500
2008 Ford Escape,4000.00,2008,Ford,Escape,Roues motrices avant,Automatique,Essence,183 000
Toyota Echo 2001 [307 000km] $$$800$$$,800.00,2001,Toyota,Echo,Roues motrices avant,Automatique,Essence,307 000
2004 Honda Accord Berline,1500.00,2004,Honda,Accord,Roues motrices avant,Automatique,Essence,318 000
Subaru Forester X Touring - TOIT OUVRANT (sunroof) - mags - AWD,10250.00,2011,Subaru,Forester,4 x 4,Manuelle,Essence,108 500
2014 Volkswagen Golf DIESEL Wagon TDI,16500.00,2014,Volkswagen,Autre,Autre,Manuelle,Diesel,132 000
MERCEDES ML63 AMG 2008,20900.00,2008,Mercedes-Benz,M-Class,4 x 4,Automatique,Essence,153 000
Kia Sportage 2010 Auto 2.0L FWD -5500$ Nego,5500.00,2010,Kia,Sportage,Roues motrices avant,Automatique,Essence,113 000
Dodge dakota 4x4 v8 4.7 L a/c full équiper,4200.00,2002,Dodge,Dakota,4 x 4,Automatique,Essence,200 000
NISSAN SENTRA 2007 SL,2950.00,2007,Nissan,Sentra,4 roues motrices (4x4),Automatique,Essence,168 000
2011 Audi Q5 2.0 L Premium plus S-line VUS,14800.00,2011,Audi,Q5,Autre,Automatique,Essence,170 000
camion F-150  4X4,4500.00,2000,Ford,F-150,4 x 4,Automatique,Essence,78 046
Cadillac srx 2006,4567.00,2006,Cadillac,SRX,Roues motrices avant,Automatique,Essence,180
Auto a vendre,1550.00,2002,Oldsmobile,Alero,Roues motrices avant,Automatique,Essence,107 000
2003 Mercedes-Benz c-classe 230 compressor,4000.00,2003,Mercedes-Benz,C-Class,Roues motrices arrière,Automatique,Essence,122 000
Porsche convertible 911 2002,32900.00,2002,Porsche,911,Roues motrices arrière,Manuelle,Essence,50 000
Nissan Juke 2014 Dark Grey,13700.00,2014,Nissan,Juke,4 roues motrices (4x4),Automatique,Essence,72 500
a vendre,6000.00,2009,Jeep,Patriot,4 roues motrices (4x4),Automatique,Essence,121 700
TRANSFERT DE BAIL,279.42,2017,Toyota,Corolla,Roues motrices avant,Automatique,Essence,36 240
Toyota matrix 2007,5000.00,2007,Toyota,Matrix,Roues motrices avant,Automatique,Essence,160 000
Bmw 760 li,9900.00,2007,BMW,7-Series,Roues motrices avant,Automatique,Essence,135 000
2013 jeep wrangler unlimited rubicon 10th anniversaire,36000.00,2013,Jeep,Wrangler,4 x 4,Automatique,Essence,78 000
Grand cherokee limited full load **GARANTIE UN AN**,5777.77,2005,Jeep,Grand Cherokee,4 roues motrices (4x4),Automatique,Essence,183 000
Durango 2004,5000.00,2004,Dodge,Durango,4 roues motrices (4x4),Automatique,Essence,120 000
BMW 435I Xdrive COUPE - 6MT Manuelle - COMME NEUVE! Bas mileage!,39900.00,2014,BMW,4-Series,4 roues motrices (4x4),Manuelle,Essence,16 000
EDGE TITANIUM 2017,306.31,2017,Ford,Edge,Autre,Automatique,Essence,10 500
Honda Element 2008 automatique,6800.00,2008,Honda,Element,4 roues motrices (4x4),Automatique,Essence,80 000
Kia Forte 2011 bas km très propre,7500.00,2011,Kia,Forte,Roues motrices avant,Manuelle,Essence,73 000
2011 Mazda3 GT Hatchback 2.5L,7900.00,2011,Mazda,Mazda3,Roues motrices avant,Automatique,Essence,81 000
AUTO  FORD  FOCUS  SE,8050.00,2012,Chevrolet,Cruze,Autre,Automatique,Essence,91 000
Dodge Journey SXT,3000.00,2010,Dodge,Journey,Roues motrices avant,Automatique,Essence,180 000
Audi S4 V8 2007,19200.00,2007,Audi,S4,4 roues motrices (4x4),Manuelle,Essence,142 000
Car 2005 Kia Spectra LX Sedan $3000,3000.00,2005,Kia,Spectra,Roues motrices avant,Automatique,Essence,96 650
Smart Fortwo 2013,5095.00,2013,Smart,Fortwo,Autre,Automatique,Essence,66 000
2016 Chevrolet Cruze LT +2000$ LT TURBO Groupe sport RS,235.00,2016,Chevrolet,Cruze,Roues motrices avant,Manuelle,Essence,31 850
2012 Kia Forte Koup Coupé (2 portes) 140 000km,6200.00,2012,Kia,Forte,Roues motrices avant,Manuelle,Essence,140 000
Nissan Altima 2009 2.5S,4990.00,2009,Nissan,Altima,Autre,Autre,Essence,130 000
MERCEDES BENZ  C230  2003,3600.00,2003,Mercedes-Benz,C-Class,Roues motrices arrière,Automatique,Essence,163 000
Honda Civic EX 2016 Berline IMPECCABLE,19950.00,2016,Honda,Civic,Roues motrices avant,Automatique,Essence,47 500
Hyundai tucson,3000.00,2008,Hyundai,Tucson,Roues motrices avant,Automatique,Essence,205
Subaru 2014 comme neuve!,20000.00,2014,Subaru,Crosstrek,4 roues motrices (4x4),Automatique,Essence,31 700
Bmw x4,37600.00,2015,BMW,X4,4 roues motrices (4x4),Automatique,Essence,61 000
Ford focus 2016,15000.00,2016,Ford,Focus,Roues motrices avant,Manuelle,Essence,54 785
Dodge Caravan 2006,6000.00,2006,Dodge,Caravan,Roues motrices avant,Automatique,Essence,8 000
"Mazda 3 Sport GS 2017, 4 400 Km, un seul propriétaire",19900.00,2017,Mazda,Mazda3 Sport,Roues motrices avant,Manuelle,Essence,4 400
"2006 Ford F-150 SuperCrew XLT + 4 PORTES + 4X4 - 160,000km! NEGO",4999.99,2006,Ford,F-150,4 x 4,Automatique,Essence,160 000
Grand cherokee limited full load **GARANTIE UN AN**,5777.77,2005,Jeep,Grand Cherokee,4 roues motrices (4x4),Automatique,Essence,183 000
2012 Dodge Journey VUS essence/propane,11500.00,2012,Dodge,Journey,Roues motrices avant,Automatique,Autre,103 226
2004 Nissan Altima 3.5 Se très propre idéal comme première voitu,2999.99,2004,Nissan,Altima,Roues motrices avant,Automatique,Essence,170 000
"Nissan Pathfinder 2004,  Proprio  Originale",950.00,2004,Nissan,Pathfinder,4 x 4,Automatique,Essence,209 500
CHEVROLET CAMARO 35 IEME ANNIVERSAIRE 2002,3600.00,2002,Chevrolet,Camaro,Roues motrices arrière,Manuelle,Essence,143 000
Nissan Altima 2005 2.5 s,3500.00,2005,Nissan,Altima,Roues motrices avant,Automatique,Essence,205 000
Toyota Matrix 2011 - manuelle,7800.00,2011,Toyota,Matrix,Roues motrices avant,Manuelle,Essence,97 200
TOYOTA COROLLA 2011 BAS MILLAGE,8290.00,2011,Toyota,Corolla,Roues motrices avant,Automatique,Essence,108 500
Hyundai Genesis 2013 2L TURBO Full Equip. Encore sous Garantie!!,17499.00,2013,Hyundai,Genesis Coupe,Roues motrices arrière,Manuelle,Essence,48 019
Smart Fortwo 2013,5095.00,2013,Smart,Fortwo,Autre,Automatique,Essence,66 000
"2008 Mercedes-Benz R-Class 3.0L CDI SUV, Crossover",13500.00,2008,Mercedes-Benz,R-Class,4 roues motrices (4x4),Automatique,Diesel,110 542
2009 Honda Civic,4900.00,2008,Honda,Civic,Roues motrices avant,Manuelle,Essence,140 000
2016 Toyota Corolla LE avec caméra low kms No GST / Pas de TPS,16500.00,2016,Toyota,Corolla,Roues motrices avant,Automatique,Essence,7 800
Honda civic 2004,2500.00,2004,Honda,Civic,Roues motrices avant,Manuelle,Essence,258 627
Chevrolet Malibu LS 2005 V6 3.5l,2199.00,2005,Chevrolet,Malibu,Roues motrices avant,Automatique,Essence,120 500
Audi a6 s-lines quattro v8 2007 à vendre ou échanger,5900.00,2007,Audi,A6,4 roues motrices (4x4),Automatique,Essence,194 000
Aut,3500.00,2010,Hyundai,Accent,Autre,Manuelle,Essence,84
"2006 Pontiac Montana avec 1SA Fourgonnette, fourgon",2600.00,2006,Pontiac,Montana,Roues motrices avant,Automatique,Essence,135 000
2011 Dodge Grand Caravan STOW N GO,10000.00,2011,Dodge,Grand Caravan,Roues motrices avant,Automatique,Essence,103 000
2007  PONTIAC G5     COBALT   75000 KM   AUTOMATIQUE,3500.00,2007,Pontiac,G5,Roues motrices avant,Automatique,Essence,75 000
Mazda miata gs 2006 mec a1 6vitesses,10000.00,2006,Mazda,MX-5 Miata,Roues motrices arrière,Manuelle,Essence,164 000
"2008 Mercedes-Benz R-Class 3.0L CDI SUV, Crossover",13500.00,2008,Mercedes-Benz,R-Class,4 roues motrices (4x4),Automatique,Diesel,110 542
Civic 2005,1800.00,2005,Honda,Civic,Roues motrices avant,Manuelle,Essence,282 000
Volkswagen Jetta 2.5L Highline w/Navigation,10900.00,2011,Volkswagen,Jetta,Roues motrices avant,Automatique,Essence,112 000
Mercedes c230compressor,3000.00,2004,Mercedes-Benz,C-Class,Roues motrices arrière,Automatique,Autre,166 500
Subaru Outback 3.6R - 2012,13000.00,2012,Subaru,Outback,4 x 4,Automatique,Essence,130 000
E0S 2008 Higline,8200.00,2008,Volkswagen,Eos,Roues motrices avant,Automatique,Essence,174 000
Volkswagen Rabbit 2007,3200.00,2007,Volkswagen,Rabbit,Roues motrices avant,Manuelle,Essence,168 100
HYUNDAI GENESIS 2.0T 2010 TRÈS PROPRE!!! PRIX NÉGOCIABLE!!!,13500.00,2010,Hyundai,Autre,Roues motrices arrière,Automatique,Essence,81 932
Volkswagen Jetta city 2009,2750.00,2009,Volkswagen,Jetta,Roues motrices avant,Automatique,Essence,308 000
Chevrolet Aveo5 2010,2500.00,2010,Chevrolet,Aveo,Roues motrices avant,Manuelle,Essence,131 000
Mercedes e 350 2006 4 Matic défectueuse,1800.00,2006,Mercedes-Benz,E-Class,4 roues motrices (4x4),Automatique,Essence,270 000
2005 BMW 325 CI Cabriolet Convertible,10400.00,2004,BMW,3-Series,Roues motrices arrière,Manuelle,Essence,97 500
"MATRIX 2013 - 28,000 KM",15500.00,2013,Toyota,Matrix,Roues motrices avant,Manuelle,Essence,28 000
"VENDU Jetta 2012, VW,  manuel 5 vitesses, en excelente condition",7200.00,2002,Volkswagen,Jetta,Roues motrices avant,Manuelle,Essence,105 000
PORSCHE 911 4S 2006 - GT3 AERO KIT,54900.00,2006,Porsche,911,4 roues motrices (4x4),Manuelle,Essence,121 000
A Must Go Buick Enclave 2011 NEGO .. Mint Condition,11400.00,2011,Buick,Enclave,4 roues motrices (4x4),Automatique,Essence,135 900
saab 9-3 cabriolet,5500.00,2002,Saab,9-3,Roues motrices avant,Manuelle,Essence,137 000
Honda Civic 2003 manuel 180 xxx kilo,1250.00,2003,Honda,Civic,Roues motrices avant,Manuelle,Essence,180 000
Jeep Compass north edition,3500.00,2008,Jeep,Compass,4 x 4,Automatique,Essence,186 000
VOLKSWAGEN ROUTAN COMFORTLINE 2011,8700.00,2011,Volkswagen,Routan,Roues motrices avant,Automatique,Essence,160 000
VOLKSWAGEN ROUTAN 2011 COMFORTLINE,8700.00,2011,Volkswagen,Routan,Roues motrices avant,Automatique,Essence,160 000
Acura RDX 2011,11750.00,2011,Acura,RDX,4 roues motrices (4x4),Automatique,Essence,150 000
Camaro 2017 2SS V8 6.2L 2017,48995.00,2017,Chevrolet,Camaro,Roues motrices arrière,Manuelle,Essence,13 000
"Volkswagen jetta Trendline +2016 automatique,mags, pas de taxe.",15190.00,2016,Volkswagen,Autre,Autre,Automatique,Essence,46 000
Jetta tdi 2014,13400.00,2014,Volkswagen,Jetta,Roues motrices avant,Automatique,Diesel,180 000
Honda accord,2700.00,2003,Honda,Accord,Roues motrices avant,Automatique,Essence,244 500
Mitsubishi eclipse cross GT 2018,244.00,2018,Mitsubishi,Eclipse,4 roues motrices (4x4),Automatique,Essence,2 700
2006 impreza,3500.00,2006,Subaru,Impreza,4 roues motrices (4x4),Manuelle,Essence,100 000
2003 honda civic 176xxxkm 1550$Nego,1550.00,2003,Honda,Civic,Roues motrices avant,Manuelle,Essence,176
Bmw x5 2005,4000.00,2005,BMW,X5,4 x 4,Automatique,Essence,180 000
INFINITI G35 COUPE 2004 107 000km !!,7999.99,2004,Infiniti,G35,Roues motrices arrière,Automatique,Essence,107 000
Dodge Charger,10950.00,2011,Dodge,Charger,Roues motrices arrière,Automatique,Essence,78 000
Sonata Hybrid 2014 Grey,9900.00,2014,Hyundai,Sonata Hybrid,Roues motrices avant,Automatique,Véhicule hybride,163 000
"Honda Civic 2012 (eco) 10,000$ negotiable .",10000.00,2012,Honda,Civic,Roues motrices avant,Automatique,Essence,90 000
Toyota Corolla (S) 2004,4600.00,2004,Toyota,Corolla,Roues motrices avant,Automatique,Essence,179 000
Honda Civic 2010,8500.00,2010,Honda,Civic,Roues motrices avant,Automatique,Essence,58 000
Nissan Versa SL SPORT 2010,1000.00,2010,Nissan,Versa,Roues motrices avant,Manuelle,Essence,168 871
yaris 2009 automatique de base 3600$,3600.00,2009,Toyota,Yaris,Roues motrices avant,Automatique,Essence,196 000
Camaro 2017 2SS V8 6.2L 2017,48995.00,2017,Chevrolet,Camaro,Roues motrices arrière,Manuelle,Essence,13 000
2014 Toyota Rav4 with super low mileage excellente condition,20000.00,2014,Toyota,RAV4,4 roues motrices (4x4),Automatique,Essence,17 000
Voiture d'occasion .,9500.00,2013,Kia,Rio,Roues motrices arrière,Automatique,Essence,98 000
2010 Hyundai Accent PROPRE  MÉCANIQUE A1 ÉCONOMIQUE 514-502-9070,3100.00,2010,Hyundai,Accent,Roues motrices avant,Automatique,Essence,209 000
2012 Fiat 500 Lounge CUIR TOIT MAGS A/C BLUETOOTH GR ELECTRIQUE,5995.00,2012,Fiat,500,Roues motrices avant,Manuelle,Essence,50 000
Mitosobishi  Lancer sportback 2010,5800.00,2010,Mitsubishi,Lancer,Roues motrices avant,Automatique,Essence,215 000
Mazda3,6800.00,2011,Mazda,Mazda3,Roues motrices avant,Automatique,Diesel,91 500
Honda CRV 2013.  126 500 km.     14 500$,14500.00,2013,Honda,CR-V,Autre,Automatique,Essence,126 500
2009 Hyundai Accent GL manuel Coupé (2 portes),3000.00,2009,Hyundai,Accent,Roues motrices avant,Manuelle,Essence,105 000
"Mazda protege 2002, 150000Km, 1500$",1500.00,2002,Mazda,Protege,Roues motrices avant,Automatique,Essence,150 000
2000 Hyundai Tiburon SE Coupé (2 portes),600.00,2000,Hyundai,Tiburon,Roues motrices avant,Automatique,Essence,257 000
Ford Mustang GT convertible 2010,19250.00,2010,Ford,Mustang,Roues motrices arrière,Automatique,Essence,88 000
Négociable! 1.8T mazdaspeed 2005,11000.00,2005,Mazda,MAZDASPEED MX-5 Miata,Roues motrices arrière,Manuelle,Essence,91 000
Ford Mustang Shelby GT350 2016,67950.00,2016,Ford,Mustang,Roues motrices arrière,Manuelle,Essence,5 000
Honda accord 2000 echange,800.00,2000,Honda,Accord,Roues motrices avant,Automatique,Essence,294 000
DODGE   RAM   1500    LARAMIE   2015   4 X 4    ECODIESEL,25000.00,2015,Dodge,Power Ram 1500,4 roues motrices (4x4),Automatique,Diesel,190 000
"2008 Mercedes-Benz R-Class 3.0L CDI SUV, Crossover",13500.00,2008,Mercedes-Benz,R-Class,4 roues motrices (4x4),Automatique,Diesel,110 542
Toyota yaris 2013,9000.00,2013,Toyota,Yaris,Roues motrices avant,Automatique,Essence,104 000
Toyota matrix,2000.00,2003,Pontiac,Vibe,Roues motrices avant,Automatique,Essence,248 000
Chevrolet aveo 2008,750.00,2008,Chevrolet,Aveo,Roues motrices avant,Manuelle,Essence,220 000
Mercedes-Benz clk-430amg 2001,4500.00,2001,Mercedes-Benz,CLK-Class,Roues motrices arrière,Automatique,Essence,122 000
2007 ACURA MDX,6990.00,2007,Acura,MDX,4 roues motrices (4x4),Automatique,Essence,159 000
Cobalt SS turbo 2010,8000.00,2010,Chevrolet,Cobalt,Roues motrices avant,Manuelle,Essence,130 000
VOLVO S40,3850.00,2009,Volvo,S40,Roues motrices arrière,Automatique,Essence,249 000
Volkswagen golf 2006,1800.00,2006,Volkswagen,Golf,Roues motrices avant,Manuelle,Essence,175 000
Chevrolet a vendre,2600.00,2006,Chevrolet,Cobalt,Roues motrices avant,Automatique,Essence,115 822
2008 Chrysler Sebring Limitée Conv 131000 KM!,6600.00,2008,Chrysler,Sebring,Autre,Automatique,Essence,131 000
Hyundai accent 2010,2900.00,2010,Hyundai,Accent,Roues motrices avant,Automatique,Essence,194 000
2002 Acura EL Touring Berline Sedan,1380.00,2002,Acura,EL,Roues motrices avant,Automatique,Essence,225 000
2012 Kia Forte Koup Coupé (2 portes) 140 000km,6200.00,2012,Kia,Forte,Roues motrices avant,Manuelle,Essence,140 000
"2008 Mercedes-Benz R-Class 3.0L CDI SUV, Crossover",13500.00,2008,Mercedes-Benz,R-Class,4 roues motrices (4x4),Automatique,Diesel,110 542
Nissan Skyline R33.4,17500.00,1993,Nissan,Skyline,Roues motrices arrière,Manuelle,Essence,85 000
2005 Ford Mustang Coupé (2 portes),7300.00,2005,Ford,Mustang,Roues motrices arrière,Automatique,Essence,171 800
Honda Civic 2008,6500.00,2008,Honda,Civic,Roues motrices avant,Automatique,Essence,94 000
TOYOTA COROLLA TRES BON ETAT NÉGOCIABLE,2000.00,2002,Toyota,Corolla,Roues motrices avant,Automatique,Essence,224 000
Spécial mustang décapotable 2010 V6 4L,12500.00,2010,Ford,Mustang,Roues motrices arrière,Automatique,Essence,130 000
BMW M4 2016,1361.00,2016,BMW,M4,Roues motrices arrière,Automatique,Essence,17 500
Mazda protege Lx 2003 2lt,1500.00,2003,Mazda,Protege,Roues motrices avant,Automatique,Essence,170 000
BMW Sportline 2013 xdrive,23000.00,2013,BMW,3-Series,4 roues motrices (4x4),Automatique,Essence,76 000
BMW 328i - xDrive - Luxury line - 64 500km - 2013,19500.00,2013,BMW,3-Series,4 roues motrices (4x4),Automatique,Essence,64 500
BMW 128 i 2011 Noir Cabriolet,24800.00,2011,BMW,M Roadster & Coupe,Roues motrices avant,Manuelle,Essence,98 000
NISSAN MURANO SL AWD 2011/REMOTE START/8TIRES,9950.00,2011,Nissan,Murano,4 roues motrices (4x4),Automatique,Essence,138 000
chevrolet impala 2005 ls,900.00,2005,Chevrolet,Autre,Roues motrices avant,Automatique,Autre,202 000
Infiniti Q50 red sport 400(hp),39700.00,2016,Infiniti,Q50,Autre,Automatique,Essence,29 000
Honda Civic 2003,400.00,2003,Honda,Civic,Roues motrices avant,Manuelle,Essence,240 000
2013 Kia Rio Berline,8295.00,2013,Kia,Rio,Roues motrices arrière,Manuelle,Essence,68 852
TOYOTA ECHO HATCHBACK 2005 FIABLE ET ÉCONOMIQUE,1500.00,2005,Toyota,Echo,Roues motrices avant,Manuelle,Essence,200 609
SUBARU 2004 FORESTER XT WAGON AUTOMATIC TURBO & TUNED,15600.00,2004,Subaru,Forester,4 roues motrices (4x4),Manuelle,Essence,189 500
SUBARU 2008 FORESTER XT WAGON AUTOMATIC TURBO & TUNED,12250.00,2008,Subaru,Forester,4 roues motrices (4x4),Automatique,Essence,247 500
CADILLAC 2004 CTS EN EXCELLENTE CONDITION VENTE RAPIDE,5500.00,2004,Cadillac,CTS,Roues motrices arrière,Automatique,Essence,102 000
Audi S4 2005,6000.00,2005,Audi,S4,4 roues motrices (4x4),Automatique,Essence,225 000
Mercedez Benz B200 2008 113000km,6250.00,2008,Mercedes-Benz,200-Series,Autre,Automatique,Essence,113 000
Mazda 3 GT 2004 / 105000km,4250.00,2004,Mazda,Mazda3,Roues motrices avant,Automatique,Essence,105 000
2012 Kia Forte Koup Coupé (2 portes) 140 000km,6200.00,2012,Kia,Forte,Roues motrices avant,Manuelle,Essence,140 000
2015 Nissan MICRA SR Berline,11500.00,2015,Nissan,MICRA,Autre,Autre,Essence,1 650
"2014 Nissan 370Z sport touring Coupé, bas km, autom, urgent",26777.00,2014,Nissan,370Z,Roues motrices arrière,Automatique,Essence,20 500
2007 Volkswagen Jetta 2.0 Litres Turbo,3500.00,2007,Volkswagen,Jetta,Roues motrices avant,Manuelle,Essence,232 945
Crv 2014,204.00,2014,Honda,CR-V,Autre,Automatique,Essence,94 000
Infiniti G37S 2012 en excellente condition!!,23500.00,2012,Infiniti,G37,Roues motrices arrière,Manuelle,Essence,71 034
2001 Mercedes-Benz C-Class C240 Sedan,2777.00,2001,Mercedes-Benz,C-Class,Roues motrices arrière,Automatique,Autre,186 302
"2000 GMC Jimmy SLS w/1SA SUV, Crossover",7777.00,2000,GMC,Jimmy,4 x 4,Automatique,Autre,306 777
Subaru legacy AWD,6795.00,2008,Subaru,Legacy,4 roues motrices (4x4),Manuelle,Essence,135
jetta tdi,750.00,2002,Volkswagen,Jetta,Roues motrices avant,Manuelle,Diesel,300 000
2007 Ford Edge SE AWD A/C SIEGES CHAUFF CRUISE JAMAIS ACCIDENTE,4195.00,2007,Ford,Edge,4 roues motrices (4x4),Automatique,Essence,232 000
2007 BMW 328xi ** Automatique ** AWD ** TOIT ** XENON ** MAGS,5995.00,2007,BMW,3-Series,4 roues motrices (4x4),Automatique,Essence,190 000
JETTA TDI 1999,875.00,1999,Volkswagen,Jetta,Roues motrices avant,Manuelle,Diesel,508 950
Acura TL 2009,7999.99,2009,Acura,TL,Roues motrices avant,Automatique,Essence,199 000
2016 Chevrolet Cruze LT +2000$ LT TURBO Groupe sport RS,235.00,2016,Chevrolet,Cruze,Roues motrices avant,Manuelle,Essence,31 850
CRV 2012 noir,14000.00,2012,Honda,CR-V,Roues motrices avant,Automatique,Essence,98 000
Dodge. Grand. Caravane,3500.00,2007,Dodge,Grand Caravan,Autre,Automatique,Essence,285 000
Fiat 500,6250.00,2012,Fiat,500,Roues motrices avant,Manuelle,Essence,80 000
2001 Audi TT TT Quattro Turbo 225hp Cabriolet,10500.00,2001,Audi,TT,4 x 4,Manuelle,Essence,180 500
BMW 128 i 2011 Noir Cabriolet,24800.00,2011,BMW,M Roadster & Coupe,Roues motrices avant,Manuelle,Essence,98 000
2004 Mazda RX-8 GT Coupé (2 portes),6000.00,2004,Mazda,RX-8,Roues motrices arrière,Manuelle,Essence,105 000
Mazda 3 2009 GS ´´´Femme proprio non fumeuse ´´´,3450.00,2009,Mazda,Mazda3,Roues motrices avant,Automatique,Essence,180 000
Miata 1990 convertible,5000.00,1990,Mazda,MX-5 Miata,Roues motrices arrière,Automatique,Essence,260 000
2007 Volkswagen Jetta 2.0 Litres Turbo,3500.00,2007,Volkswagen,Jetta,Roues motrices avant,Manuelle,Essence,232 945
Mazda 3,1800.00,2006,Mazda,Mazda3,Roues motrices avant,Automatique,Essence,201 000
Hyundai Elantra GL 2009,2950.00,2009,Hyundai,Elantra,Roues motrices avant,Manuelle,Essence,137 759
2012 Honda Civic EX Berline AUTOMATIC A/C TOIT MAGS PEUT ÉCHANGÉ,11988.00,2012,Honda,Civic,Roues motrices avant,Automatique,Essence,92 000
2012 Honda Civic EX Berline AUTOMATIC A/C TOIT MAGS PEUT ÉCHANGÉ,11988.00,2012,Honda,Civic,Roues motrices avant,Automatique,Essence,92 000
2016 Mazda CX5. 16500$$$,16500.00,2016,Mazda,CX-5,4 roues motrices (4x4),Automatique,Essence,12 000
Ford Ranger turbo diesel !! Ouvert au échange,3200.00,1987,Ford,Ranger,4 x 4,Manuelle,Diesel,191 000
2012 Audi S5 4.2 FSI Quattro,21500.00,2012,Audi,S5,Autre,Manuelle,Essence,157 000
2004 Mazda RX-8 GT Coupé (2 portes),6000.00,2004,Mazda,RX-8,Roues motrices arrière,Manuelle,Essence,105 000
